Price,Pid,Property_name,Address
"7,000,000",F6245,4 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,Lekki Phase 1 Lekki Phase 1 Lekki Lagos
"3,500,000",F6244,6 bedroom Duplex for rent Adeniyi Jones Ikeja Lagos,Adeniyi Jones Ikeja Lagos
"1,500,000 / year",F6243,2 bedroom Flat / Apartment for rent Adelabu Surulere Lagos,off Agboyin street Adelabu Surulere Lagos
"10,000 / sqm","1020,F6242",Land for rent Lekki Phase 1 Lekki Lagos,Lekki Phase 1 Lekki Phase 1 Lekki Lagos
"4,000,000 / year","480,F6239",Office Space for rent Aguda Surulere Lagos,Enitan street Aguda Surulere Lagos
"3,500,000",F6236,Office Space for rent Lekki Phase 1 Lekki Lagos,"Off Admiralty Road, Lekki Phase 1 Lekki Phase 1 Lekki Lagos"
"2,000,000 / year",F6235,3 bedroom Flat / Apartment for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo Shangisha Magodo Shangisha Kosofe Ikosi Lagos
"1,200,000",F6233,1 bedroom mini flat Office Space for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"4,000,000",F6231,4 bedroom Bungalow for rent Adeniyi Jones Ikeja Lagos,Adeniyi Jones Ikeja Lagos
"250,000",F6228,1 bedroom mini flat Shop for rent Off Allen Avenue Allen Avenue Ikeja Lagos,Off Allen Avenue Allen Avenue Ikeja Lagos
"3,000,000",F6227,7 bedroom Flat / Apartment for rent Apple junction Amuwo Odofin Lagos,Apple Estate Apple Junction Amuwo Odofin Lagos
"4,000,000",F6225,5 bedroom Duplex for rent Adeniyi Jones Ikeja Lagos,Adeniyi Jones Ikeja Lagos
"20,000,000",F6224,3 bedroom Commercial Property for rent Off Allen Street Allen Avenue Ikeja Lagos,Off Allen Street Allen Avenue Ikeja Lagos
"170,000 / year",F6223,1 bedroom mini flat Flat / Apartment for rent Aboru Iyana Ipaja Ipaja Lagos,Shobande Street Aboru Iyana Ipaja Ipaja Lagos
"1,100 / sqf","78,000,F6222",Commercial Property for rent Off Acme road Ogba Lagos,Off Acme Road Ogba Lagos
"300,000 / year",F6221,Flat / Apartment for rent Eleganza Bus stop chevron Lekki Lagos,Dreamworld Africana Road Eleganza Bus stop Chevron Lekki Lagos
"850,000 / year",F3282,2 bedroom Flat / Apartment for rent Magodo GRA phase1 Magodo Isheri Ojodu Lagos,Gateway zone Magodo GRA phase1 Magodo Isheri Ojodu Lagos
"1,200,000 / year",F3451,3 bedroom Flat / Apartment for rent Magodo GRA phase1 Magodo Isheri Ojodu Lagos,Gateway zone Magodo GRA phase1 Magodo Isheri Ojodu Lagos
"350,000",F6218,2 bedroom Flat / Apartment for rent Yaba Akoka Yaba Lagos,Emily Akinola Yaba Akoka Yaba Lagos
"750,000 / year",C9368,3 bedroom Flat / Apartment for rent Greenfield Estate Amuwo Odofin Amuwo Odofin Lagos,Greenfield Estate Greenfield Estate Amuwo Odofin Amuwo Odofin Lagos
"1,100,000 / year",F0891,3 bedroom Flat / Apartment for rent Military Estate Amuwo Odofin Amuwo Odofin Lagos,Military Estate Military Estate Amuwo Odofin Amuwo Odofin Lagos
"550,000 / year",F6075,2 bedroom Flat / Apartment for rent Jclose Festac Amuwo Odofin Lagos,Road 22 Jclose Festac Amuwo Odofin Lagos
"1,500,000",F6177,3 bedroom Flat / Apartment for rent Masha Surulere Lagos,James Robertson street off Akerele Masha Surulere Lagos
"1,200,000 / year",F6173,3 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos,Ajao Estate Ajao Estate Isolo Lagos
"1,000,000 / year",F6170,3 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos,Ajao Estate Ajao Estate Isolo Lagos
"900,000",F6168,"3 bedroom Office Space for rent CMD Road, Magodo Kosofe/Ikosi Lagos","CMD Road, Magodo Kosofe Ikosi Lagos"
"16,000 / sqm","115,85,50,F6164","Commercial Property for rent CMD Road, Magodo Kosofe/Ikosi Lagos","CMD Road, Magodo Kosofe Ikosi Lagos"
"2,500,000",F6158,"6 bedroom Duplex for rent CMD Road, Magodo Kosofe/Ikosi Lagos","CMD Road, Magodo Kosofe Ikosi Lagos"
"500,000",F6149,3 bedroom Flat / Apartment for rent Osolo way Isolo Lagos,Off Osolo way Osolo Way Isolo Lagos
"1,500,000",F6147,"3 bedroom Commercial Property for rent CMD Road, Magodo Kosofe/Ikosi Lagos","CMD Road, Magodo Kosofe Ikosi Lagos"
"2,270,000",F6144,4 bedroom Duplex for rent Magodo Phase 2 Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos
"4,000,000",F6139,4 bedroom Duplex for rent Magodo Phase 2 Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos
"2,500,000",F6134,"3 bedroom Flat / Apartment for rent Milenium Estate, Millenuim/UPS Gbagada Lagos","Milenium Estate, Millenuim Ups Gbagada Lagos"
"2,200,000",F6128,4 bedroom Duplex for rent Magodo Phase 2 Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos
"800,000",F6126,2 bedroom Flat / Apartment for rent Magodo Phase 2 Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos
"900,000",F6125,3 bedroom Flat / Apartment for rent Badore Ajah Lagos,Greenville estate Badore Ajah Lagos
"1,500,000",F6122,4 bedroom Flat / Apartment for rent Omole phase 1 Ogba Lagos,Ijaiye medium housing estate (LSPDC Phase 1) Omole Phase 1 Ogba Lagos
"700,000",F6120,3 bedroom Flat / Apartment for rent Phase 1 Gbagada Lagos,Phase 1 Gbagada Lagos
"3,000,000",F6113,"5 bedroom Duplex for rent Charly Boy, Phase 1 Gbagada Lagos","Charly Boy, Phase 1 Gbagada Lagos"
"200,000 / year",F6112,2 bedroom Flat / Apartment for rent Ejigbo Ejigbo Ejigbo Lagos,"Segun Arolowo street,Ejigbo,Lagos Ejigbo Ejigbo Ejigbo Lagos"
"5,000,000",F6111,5 bedroom Duplex for rent Mende Maryland Lagos,Okupe Estate Mende Maryland Lagos
"500,000 / year",F6110,3 bedroom Flat / Apartment for rent Idimu Idimu Egbe/Idimu Lagos,"Good Luck Jonathan Estate,Idimu,Lagos Idimu Idimu Egbe Idimu Lagos"
"1,200,000",F6109,3 bedroom Duplex for rent Oregun Ikeja Lagos,Lawal street Oregun Ikeja Lagos
"1,300,000",F6108,"3 bedroom Flat / Apartment for rent Milenium Estate, Millenuim/UPS Gbagada Lagos","Milenium Estate, Millenuim Ups Gbagada Lagos"
"40,000",F6104,Office Space for rent Lekki Phase 1 Lekki Lagos,"Wole Ariyo Street, Lekki Phase 1 Lekki Phase 1 Lekki Lagos"
"950,000 / year",F6103,3 bedroom Flat / Apartment for rent Akoka Akoka Yaba Lagos,Akoka Akoka Akoka Yaba Lagos
"2,000,000 / year",F6100,4 bedroom Duplex for rent Eleganza Gardens Ikota Lekki Lagos,Opp VGC Eleganza Gardens Ikota Lekki Lagos
"2,500,000 / year",F6096,3 bedroom Flat / Apartment for rent Turn in right after Glober Motors Igbo-efon Lekki Lagos,Nicole Balogun Turn in right after Glober Motors Igbo Efon Lekki Lagos
"400,000 / year",F6095,3 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos,Genesis Estate Iyana Ipaja Lagos Iyana Ipaja Ipaja Lagos
"350,000 / year",F6093,3 bedroom Flat / Apartment for rent Ipaja Ipaja Lagos,Ipaja Lagos Ipaja Ipaja Lagos
"1,400,000 / year",F6078,4 bedroom Duplex for rent Remlek bus stop Badore Ajah Lagos,"Royal palmwill estate, T-junction, Remlek Remlek bus stop Badore Ajah Lagos"
"1,300,000",E3614,2 bedroom Flat / Apartment for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Shangisha Kosofe Ikosi Lagos
"1,500,000",E3618,4 bedroom Duplex for rent Magodo Phase 1 Magodo Isheri Ojodu Lagos,Magodo Phase 1 Magodo Phase 1 Magodo Isheri Ojodu Lagos
"1,250,000",F6044,4 bedroom Duplex for rent Community road Okota Lagos,Startime Estate Community Road Okota Lagos
"6,150,000 / year",F6043,205.0 square meter Office Space for rent Oladele Olashore Sanusi Fafunwa Victoria Island Lagos,Oladele Olashore Oladele Olashore Sanusi Fafunwa Victoria Island Lagos
"2,000,000",F6029,3 bedroom Flat / Apartment for rent Chevron Lekki Phase 1 Lekki Lagos,chervy view estate Chevron Lekki Phase 1 Lekki Lagos
"900,000",F6027,"3 bedroom Flat / Apartment for rent Milenium Estate, Millenuim/UPS Gbagada Lagos","Milenium Estate, Millenuim Ups Gbagada Lagos"
"1,500,000",F6025,2 bedroom Flat / Apartment for rent lekki Phase 1 chevron Lekki Lagos,chervy view estate lekki Phase 1 Chevron Lekki Lagos
"2,000,000",F6022,"3 bedroom Flat / Apartment for rent Milenium Estate, Millenuim/UPS Gbagada Lagos","Milenium Estate, Millenuim Ups Gbagada Lagos"
"500,000 / year",F6020,1 bedroom mini flat Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,Magodo Magodo Kosofe Ikosi Lagos
"9,000 / sqm","280,400,F6019","Commercial Property for rent Charly Boy, Oworonshoki Gbagada Lagos","Charly Boy, Oworonshoki Gbagada Lagos"
"900,000",F6016,3 bedroom Flat / Apartment for rent Aguda Surulere Lagos,Adetola street Aguda Surulere Lagos
"850,000 / year",F6013,3 bedroom Flat / Apartment for rent Bye pass Ilupeju Ilupeju Lagos,Bye Pass Ilupeju Ilupeju Lagos
"48,000,000",F6011,Flat / Apartment for rent Onike Yaba Lagos,Majero Street Onike Yaba Lagos
"650,000 / year",F6009,2 bedroom Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,Unilag Estate magodo phase 1 Magodo Kosofe Ikosi Lagos
"1,600,000",F6006,"3 bedroom Flat / Apartment for rent Milenium Estate, Millenuim/UPS Gbagada Lagos","Milenium Estate, Millenuim Ups Gbagada Lagos"
"400,000 / year",F6005,1 bedroom mini flat Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,Unilag Estate magodo phase 1 Magodo Kosofe Ikosi Lagos
"3,000,000 / year",F6003,"3 bedroom Flat / Apartment for rent adekunle,sabo,ebute metta,abule oja Alagomeji Yaba Lagos","Hughes avenue adekunle,sabo,ebute metta,abule oja Alagomeji Yaba Lagos"
"8,000,000",F6000,2 bedroom Duplex for rent Bourdillon Ikoyi Lagos,Iru close Bourdillon Ikoyi Lagos
"5,500,000 / year",F5996,6 bedroom House for rent Bye pass Ilupeju Ilupeju Lagos,Bye Pass Ilupeju Ilupeju Lagos
"1,300,000 / year",F5987,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Ifako Gbagada Gbagada Lagos
"350,000",F5985,1 bedroom mini flat Flat / Apartment for rent Chi Avenue Ajao Estate Isolo Lagos,Close to Chi Avenue. Chi Avenue Ajao Estate Isolo Lagos
"450,000 / year",F5983,1 bedroom mini flat Flat / Apartment for rent Bye pass Ilupeju Ilupeju Lagos,Bye Pass Ilupeju Ilupeju Lagos
"3,000,000",F5982,4 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"2,500,000",F5979,Duplex for rent Off Bode Thomas Surulere Lagos,Off Bode Thomas Surulere Lagos
"2,000,000",F5978,3 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"1,200,000 / year",F5977,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,IRRA Estate Ifako Gbagada Gbagada Lagos
"1,200,000",F5975,3 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"1,300,000 / year",F5973,2 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"750,000 / year",F5972,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Taodak Estate Ifako Gbagada Gbagada Lagos
"550,000 / year",F5965,1 bedroom mini flat Flat / Apartment for rent Ogunlana Surulere Lagos,off Ogunlana drive Ogunlana Surulere Lagos
"800,000 / year",F5964,2 bedroom Flat / Apartment for rent Ogunlana Surulere Lagos,off Ogunlana drive Ogunlana Surulere Lagos
"2,500,000",F5963,4 bedroom Duplex for rent Alaka/Iponri Surulere Lagos,off Bode Thomas Alaka Iponri Surulere Lagos
"20,000",F5962,200.0 square meter Office Space for rent Allen Avenue Ikeja Lagos,Allen Avenue Allen Avenue Ikeja Lagos
"2,500,000",F5961,4 bedroom Duplex for rent Bode Thomas Surulere Lagos,Bode Thomas Bode Thomas Surulere Lagos
"1,200,000 / year",F5960,4 bedroom Duplex for rent Aguda Surulere Lagos,off Brown road Aguda Surulere Lagos
"200,000 / year",F5956,Flat / Apartment for rent Onipanu Shomolu Lagos,Onipanu Onipanu Shomolu Lagos
"40,000","300,F5955",300.0 square meter Office Space for rent Bye pass Ilupeju Ilupeju Lagos,Bye Pass Ilupeju Ilupeju Lagos
"350,000 / year",F5954,Self Contain for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo Shangisha Magodo Shangisha Kosofe Ikosi Lagos
"10,000,000 / year",F5952,Commercial Property for rent Sabo Yaba Lagos,Herbert Marculay Way Sabo Yaba Lagos
"700,000 / year",F5950,2 bedroom Flat / Apartment for rent Allen Avenue Ikeja Lagos,off Allen Avenue Allen Avenue Ikeja Lagos
"30,000 / year",F5949,250.0 square meter Office Space for rent Mobolaji Bank Anthony Way Ikeja Lagos,Mobolaji Bank Anthony Way Mobolaji Bank Anthony Way Ikeja Lagos
"25,000,000 / year",F5948,Land for rent Alausa Oregun Ikeja Lagos,Billings way Alausa Oregun Ikeja Lagos
"40,000","200,F5946",200.0 square meter Office Space for rent Oba Akran Ikeja Lagos,Oba Akran Road Oba Akran Ikeja Lagos
"800,000 / year",F5944,3 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos,Alapere Alapere Kosofe Ikosi Lagos
"600,000 / year",F5942,1 bedroom mini flat Flat / Apartment for rent Anthony Village Maryland Lagos,Ajao Estate Anthony Village Maryland Lagos
"7,000,000 / year",F5940,5 bedroom Duplex for rent Ikeja GRA Ikeja Lagos,Issac John Street Ikeja Gra Ikeja Lagos
"650,000 / year",F5937,2 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Taodak Estate Ifako Gbagada Gbagada Lagos
"900,000 / year",F5936,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Taodak Estate Ifako Gbagada Gbagada Lagos
"4,000,000 / year",F5934,3 bedroom Bungalow for rent Ikeja GRA Ikeja Lagos,Issac John Street Ikeja Gra Ikeja Lagos
"1,000,000",F5931,3 bedroom Flat / Apartment for rent Magodo Phase 1 Magodo Kosofe/Ikosi Lagos,Magodo Phase 1 Magodo Kosofe Ikosi Lagos
"1,700,000 / year",F5930,4 bedroom Duplex for rent Igbo-efon Lekki Lagos,"Ola Adigun crescent, off Alpha Beach Road, Igbo Efon Igbo Efon Lekki Lagos"
"2,500,000 / year",F5928,4 bedroom Duplex for rent Osapa london Lekki Lagos,Willow Green Osapa London Lekki Lagos
"400,000 / year",F5927,3 bedroom Flat / Apartment for rent Onipanu Shomolu Lagos,Onipanu Shomolu Lagos
"12,000,000 / year",F5926,4 bedroom Duplex for rent victoria island Victoria Island Extension Victoria Island Lagos,Victoria island victoria island Victoria Island Extension Victoria Island Lagos
"5,000,000",F5924,700.0 square meter Commercial Property for rent Apapa road Apapa Lagos,Wharf Road Apapa Road Apapa Lagos
"2,800,000 / year",F5921,5 bedroom House for rent Iberekodo Agungi Lekki Lagos,Iberekodo Avenue Iberekodo Agungi Lekki Lagos
"500,000 / year",F5918,2 bedroom Flat / Apartment for rent Fadeyi Shomolu Lagos,Fadeyi Shomolu Lagos
"6,500,000 / year",F4682,5 bedroom Duplex for rent Ikeja GRA Ikeja Lagos,Ayoola Coker Ikeja Gra Ikeja Lagos
"650,000 / year",F5899,3 bedroom Flat / Apartment for rent Rockville estate Badore Ajah Lagos,Owiye street Rockville estate Badore Ajah Lagos
"300,000",F5898,Self Contain for rent Ajao estate Chi vita axis Ajao Estate Isolo Lagos,Chinedu okafor Ajao estate Chi vita axis Ajao Estate Isolo Lagos
"2,000,000",F5885,Commercial Property for rent Off Opebi Road Opebi Ikeja Lagos,Off Opebi Road Opebi Ikeja Lagos
"800,000",F5879,3 bedroom Flat / Apartment for rent Ajao estate Ajao Estate Isolo Lagos,Vitus Okpala Ajao estate Ajao Estate Isolo Lagos
"2,200,000",F5878,5 bedroom Duplex for rent Off Bode Thomas Surulere Lagos,Off Bode Thomas Surulere Lagos
"350,000",F5875,2 bedroom Flat / Apartment for rent Jakande estate Bucknor Isolo Lagos,Junction Jakande estate Bucknor Isolo Lagos
"2,500,000",F5874,4 bedroom Duplex for rent Bode Thomas Surulere Lagos,Bode Thomas Surulere Lagos
"8,000,000 / year",F5867,4 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,Along Aliu Animashaun Lekki Phase 1 Lekki Lagos
"500,000 / year",F5866,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"1,000,000 / year",F5860,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"500,000 / year",F5857,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"900,000 / year",F5852,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"6,500,000 / year",F5848,5 bedroom Duplex for rent lekki phase 1 Lekki Phase 1 Lekki Lagos,lekki phase 1 lekki phase 1 Lekki Phase 1 Lekki Lagos
"500,000 / year",F5845,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"4,000,000",F5842,"3 bedroom Flat / Apartment for rent Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"700,000 / year",F5840,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"4,500,000",F5839,3 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"400,000 / year",F5837,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"4,000,000",F5835,"4 bedroom Flat / Apartment for rent Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"1,600,000",F5834,3 bedroom Flat / Apartment for rent Onike Yaba Lagos,Onike Yaba Lagos
"3,000,000",F5831,"2 bedroom Flat / Apartment for rent Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"450,000 / year",F5827,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"700,000",F5826,3 bedroom Flat / Apartment for rent Ago palace Okota Lagos,off century Ago Palace Okota Lagos
"3,500,000",F5824,3 bedroom Duplex for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"600,000 / year",F5823,3 bedroom Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"7,000,000","294,24,F5821",Office Space for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"3,000,000",F5820,2 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"20,000","230,F5818",Office Space for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"3,500,000",F5817,3 bedroom Flat / Apartment for rent Off Oniru Central Mosque Victoria Island Extension Victoria Island Lagos,Off Oniru Central Mosque Victoria Island Extension Victoria Island Lagos
"6,000,000",F5815,"3 bedroom Flat / Apartment for rent Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"18,000","53,55,58,320,F5813",Office Space for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"5,000,000",F5812,"3 bedroom Flat / Apartment for rent Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"5,500,000",F5811,"5 bedroom Flat / Apartment for rent 7, Ikeja GRA Ikeja Lagos"," Esugbayi Street, 7, Ikeja Gra Ikeja Lagos"
"3,500,000 / year",F5808,4 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,"Almond court, Richmond estate lekki Lekki Phase 1 Lekki Lagos"
"1,800,000 / year",F5807,4 bedroom Duplex for rent off lekki epe express Sangotedo Ajah Lagos,thompson street off lekki epe express Sangotedo Ajah Lagos
"400,000 / year",F5805,"2 bedroom Flat / Apartment for rent Ishaga road,off ojuelegba Ojuelegba Surulere Lagos","Ishaga road,off ojuelegba Ishaga road,off ojuelegba Ojuelegba Surulere Lagos"
"400,000 / year",F5804,"2 bedroom Flat / Apartment for rent Ishaga road,off ojuelegba Ojuelegba Surulere Lagos","Ishaga road,off ojuelegba Ishaga road,off ojuelegba Ojuelegba Surulere Lagos"
"20,000 / sqm",E6126,750.0 square meter Office Space for rent ikorodu road Ojota Ojota Lagos,ojota ikorodu road Ojota Ojota Lagos
"500,000",F5801,3 bedroom Flat / Apartment for rent Ago palace Okota Lagos,Century Ago Palace Okota Lagos
"5,950,000 / year",F5796,4 bedroom House for rent Eti-Osa LGA Dolphin Estate Ikoyi Lagos,"93a Badagry Way, Dolphin Estate, Ikoyi, Lagos Eti-Osa LGA Dolphin Estate Ikoyi Lagos"
"9,000,000 / year",F5795,4 bedroom House for rent Eti-Osa LGA Dolphin Estate Ikoyi Lagos,93a Badagry Way Eti-Osa LGA Dolphin Estate Ikoyi Lagos
"1,200,000",F5793,3 bedroom Flat / Apartment for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"1,000,000","87,F5792",87.0 square meter Office Space for rent Obanikoro Shomolu Lagos,Obanikoro Shomolu Lagos
"1,800,000",F5790,3 bedroom Flat / Apartment for rent Off Allen Avenue Ikeja Lagos,Off Allen Avenue Ikeja Lagos
"3,500,000","105,F5787",3 bedroom Office Space for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"900,000 / year",F5784,3 bedroom Office Space for rent Onipanu Shomolu Lagos,Onipanu Shomolu Lagos
"4,000,000",F5782,4 bedroom Duplex for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"4,500,000 / year",F5779,4 bedroom Duplex for rent Lekki Phase 1 Lekki Lagos,Pinmock beach lekki Lekki Phase 1 Lekki Lagos
"3,000,000 / year",F5777,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos,Prime water view estate lekki Lekki Phase 1 Lekki Lagos
"70,000,000",F5774,Flat / Apartment for rent Abule Egba Abule Egba Lagos,Abule Egba Abule Egba Lagos
"5,500,000",F5773,4 bedroom Duplex for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"1,000,000",F5771,3 bedroom Flat / Apartment for rent Allen Avenue Ikeja Lagos,Allen Avenue Ikeja Lagos
"4,000,000",F5768,3 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"5,500,000 / year",E9310,160.0 square meter Office Space for rent Victoria Island Extension Victoria Island Lagos,Lasode Crescent Victoria Island Extension Victoria Island Lagos
"20,000 / sqm",E7487,270.0 square meter Office Space for rent Chevron alternative route chevron Lekki Lagos,Chevron alternative route Chevron alternative route Chevron Lekki Lagos
"2,500,000",F5766,4 bedroom Duplex for rent Magodo Phase 2 Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos
"4,000,000",F5765,3 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"750,000",F5760,2 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"2,300,000",F5759,2 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"1,200,000",F5755,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"40,000",F3494,Office Space for rent Off Admiralty way Lekki Phase 1 Lekki Lagos,Otunba Adeleke Adeshina Street. Off Admiralty way Lekki Phase 1 Lekki Lagos
"5,000,000",F5743,"5 bedroom Duplex for rent Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos","Off Palace Road, Oniru Victoria Island Extension Victoria Island Lagos"
"900,000 / year",F5739,3 bedroom Flat / Apartment for rent ago palace way Apple junction Amuwo Odofin Lagos,Victory estate ago palace way Apple Junction Amuwo Odofin Lagos
"4,300,000",F5734,4 bedroom Duplex for rent Oniru Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"500,000 / year",F5732,1 bedroom mini flat Flat / Apartment for rent ago palace way Apple junction Amuwo Odofin Lagos,Victory estate ago palace way Apple Junction Amuwo Odofin Lagos
"1,500,000",F5728,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"1,000,000",F5726,Office Space for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"2,200,000",F5723,3 bedroom Flat / Apartment for rent By Second Roundabout Lekki Phase 1 Lekki Lagos,By Second Roundabout Lekki Phase 1 Lekki Lagos
"55,000 / sqm",F5722,750.0 square meter Commercial Property for rent Eko Hotel Victoria Island Extension Victoria Island Lagos,Bishop Aboyade Cole Eko Hotel Victoria Island Extension Victoria Island Lagos
"1,000,000",F5720,2 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"1,000,000",F5719,3 bedroom Flat / Apartment for rent Opebi Ikeja Lagos,Opebi Ikeja Lagos
"2,500,000",F5718,3 bedroom Flat / Apartment for rent akinola cole Adeniyi Jones Ikeja Lagos,Akinola cole akinola cole Adeniyi Jones Ikeja Lagos
"400,000 / year",F5717,1 bedroom mini flat Flat / Apartment for rent Onipanu Shomolu Lagos,Onipanu Shomolu Lagos
"700,000",F5715,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"1,200,000 / year",F5714,3 bedroom Flat / Apartment for rent Obanikoro Shomolu Lagos,Obanikoro Shomolu Lagos
"1,000,000",F5712,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Gbagada Lagos
"1,000,000",F5709,3 bedroom Flat / Apartment for rent Latunde Labinjo Avenue Palmgroove Shomolu Lagos,Latunde Labinjo Avenue Palmgroove Shomolu Lagos
"650,000 / year",F5702,1 bedroom mini flat Flat / Apartment for rent Ajao Estate Isolo Lagos,Anthony Ajao Estate Isolo Lagos
"650,000 / year",F5701,3 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos,off Araba crescent Alapere Kosofe Ikosi Lagos
"250,000",F5700,3 bedroom Flat / Apartment for rent Bariga Shomolu Lagos,Bariga Shomolu Lagos
"500,000",F5699,1 bedroom mini flat Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos,off Oriola street Alapere Kosofe Ikosi Lagos
