Price,Pid,Property_name,Address
"2,500,000",E9857,Land for sale Eleranigbe Eleranigbe Ibeju-Lekki Lagos,Eleranigbe Eleranigbe Eleranigbe Ibeju Lekki Lagos
"30,000,000","17,H2630",667.0 square meter Land for sale opebi street Opebi Ikeja Lagos,Opebi street opebi street Opebi Ikeja Lagos
"3,500,000,000","10,18,H4485",3 bedroom House for sale Victoria Island Extension Victoria Island Lagos,Victoria Island Lagos Victoria Island Extension Victoria Island Lagos
"340,000,000",H4413,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,off afrika lane Lekki Phase 1 Lekki Lagos
"28,000,000",G8554,3 bedroom Flat / Apartment for sale Igando Ikotun/Igando Lagos,NEAR IGANDO B/STOP Igando Ikotun Igando Lagos
"13,000,000",G5150,Land for sale Bucknor Isolo Lagos,Tijani Salako off Bode Shodiya street Bucknor Isolo Lagos
"12,000,000",G4891,1 bedroom mini flat Flat / Apartment for sale Ijegun Ikotun/Igando Lagos,"Fatade street, off Isheri/ Ijegun Rd, Kuduyeibu estate Ijegun Ikotun Igando Lagos"
"10,000,000",G4886,3 bedroom Bungalow for sale Abaranje Ikotun/Igando Lagos,"Shodimu street by K& S B/stop, Abaranje Abaranje Ikotun Igando Lagos"
"450,000,000",H2245,6 bedroom House for sale Banana Island Ikoyi Lagos,Banana island Banana Island Ikoyi Lagos
"30,000,000",H0634,3 bedroom Flat / Apartment for sale Oral Estate Ikota Lekki Lagos,Oral Estate Oral Estate Ikota Lekki Lagos
"7,000,000",H0652,Land for sale Ajah Sangotedo Ajah Lagos,Ajah Ajah Sangotedo Ajah Lagos
"180,000,000",H3290,5 bedroom House for sale Lekki Phase 1 Lekki Lagos,Lekki Phase 1 Lekki Phase 1 Lekki Lagos
"160,000,000",H4181,6 bedroom House for sale Pinnock Beach estate Jakande Lekki Lagos,Jakande Pinnock Beach estate Jakande Lekki Lagos
"20,000,000","20,H5794",3 bedroom Bungalow for sale opic Isheri North Ojodu Lagos,opic estate isheri lagos opic Isheri North Ojodu Lagos
"2,500,000",H1579,Land for sale Eleko Ibeju-Lekki Lagos,ELEKO Eleko Ibeju Lekki Lagos
"60,000,000",G4612,4 bedroom Duplex for sale chevron Lekki Lagos,chevron Chevron Lekki Lagos
"5,000,000",H1058,830.0 square meter Land for sale Bucknor Isolo Lagos,Bucknor Bucknor Isolo Lagos
"60,000,000",G3849,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"4,000,000",H4686,Land for sale Onosa Free Trade Zone Ibeju-Lekki Lagos,Onosa Onosa Free Trade Zone Ibeju Lekki Lagos
"30,000,000",G5330,5 bedroom Duplex for sale Thomas estate Ajah Lagos,Chinedu street Thomas Estate Ajah Lagos
"25,000,000",G6335,Land for sale Eleko Ibeju-Lekki Lagos,EXPRESSWAY Eleko Ibeju Lekki Lagos
"50,000,000",H5031,Office Space for sale Egbeda Egbeda Alimosho Lagos,Egbeda Egbeda Egbeda Alimosho Lagos
"55,000,000",G9381,4 bedroom Duplex for sale chevy view chevron Lekki Lagos,Apena chevy view Chevron Lekki Lagos
"95,000,000",H5748,4 bedroom Duplex for sale Off Lateef Jakande Road Agidingbi Ikeja Lagos,Off Lateef Jakande Road Agidingbi Ikeja Lagos
"600,000,000",H1892,House for sale Ikoyi S.W Ikoyi Lagos,"No. 2, Eleko Close Ikoyi S.w Ikoyi Lagos"
"600,000,000",H5727,Land for sale Osborne Foreshore Estate Ikoyi Lagos,Osborne phase 2 Osborne Foreshore Estate Ikoyi Lagos
"22,000,000",G3287,Land for sale Sangotedo Ajah Lagos,around shop rite sangotedo lekki Sangotedo Ajah Lagos
"42,000,000",G3278,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,diamond estate lekki Sangotedo Ajah Lagos
"42,000,000",G3288,Land for sale Sangotedo Ajah Lagos,around shop rite sangotedo lekki Sangotedo Ajah Lagos
"40,000,000",G3838,Land for sale Off Lekki-Epe Expressway Ajah Lagos,Around Lbs Off Lekki Epe Expressway Ajah Lagos
"80,000,000",G3835,Land for sale Off Lekki-Epe Expressway Ajah Lagos,ajiwe Off Lekki Epe Expressway Ajah Lagos
"10,000,000,000","700,H4285",1000.0 square meter Commercial Property for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju Free Trade Zone Ibeju Lekki Lagos
"240,000,000",H4292,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Lekki Phase 1 Lekki Lagos
"55,000,000",H2120,5 bedroom Duplex for sale Ajah Thomas estate Ajah Lagos,Ajiwe area Ajah Thomas Estate Ajah Lagos
"140,000,000",G9447,Land for sale before Abraham adesanya Abraham adesanya estate Ajah Lagos, along lekki - epe expressway before Abraham adesanya Abraham Adesanya Estate Ajah Lagos
"3,000,000",H4272,1000.0 square meter Land for sale Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju Lekki Free Trade Zone Ibeju Lekki Lagos
"34,000,000",H4585,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Abijo Sangotedo Ajah Lagos
"25,000,000",H4579,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Safeway bus stop Sangotedo Ajah Lagos
"70,000,000",H3922,5 bedroom Duplex for sale Beside the new Shoprite Sangotedo Ajah Lagos,Crown Estate Beside the new Shoprite Sangotedo Ajah Lagos
"55,000,000",H2670,5 bedroom Duplex for sale Thomas estate Ajah Lagos,Thomas Estate Thomas Estate Ajah Lagos
"50,000,000",H4155,Commercial Property for sale Bus stop Ijegun Ikotun/Igando Lagos,Car wash Bus stop Ijegun Ikotun Igando Lagos
"4,000,000",H2006,4 bedroom House for sale Ikorodu Igbogbo Ikorodu Lagos,Odofin estate Ikorodu Igbogbo Ikorodu Lagos
"8,500,000 / year",H2053,4 bedroom House for sale Ikorodu Igbogbo Ikorodu Lagos,Agunfoye Ikorodu Igbogbo Ikorodu Lagos
"33,000,000",H5715,2 bedroom Flat / Apartment for sale cheveron drive chevron Lekki Lagos,Chevy view estate cheveron drive Chevron Lekki Lagos
"500,000,000",H5712,Land for sale Ligali Ayorinde Victoria Island Lagos,Louis Solomon V/I. Ligali Ayorinde Victoria Island Lagos
"200,000,000",F7038,679.011 square meter Land for sale Marina Lagos Island Lagos,Close to Insurance Corporation Marina Lagos Island Lagos
"200,000,000",H3563,Land for sale Lagos Island Lagos Island Lagos,Abibuoki street Lagos Island Lagos Island Lagos
"65,000,000",H5709,700.0 square meter Land for sale ShadyVille Close to Chevron Lekki Lagos,ShadyVille Close to Chevron ShadyVille Close to Chevron Lekki Lagos
"3,500,000,000",H5704,Land for sale Ligali Ayorinde Victoria Island Lagos,Oniru Ligali Ayorinde Victoria Island Lagos
"400,000,000",H5703,Land for sale Ligali Ayorinde Victoria Island Lagos,Dideolu Estate Oniru Ligali Ayorinde Victoria Island Lagos
"1,000,000,000",H5700,Land for sale Adeola Odeku Victoria Island Lagos,AJOSE ADEOGUN Adeola Odeku Victoria Island Lagos
"150,000,000",H5698,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Maruwa(2nd roundabout) Lekki. Lagos Lekki Phase 1 Lekki Lagos
"1,830,000,000",H5694,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos
"50,000,000 / sqm",H5689,3 bedroom Flat / Apartment for sale Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"75,000,000",H5681,4 bedroom Duplex for sale Royal Estate Alausa Ikeja Lagos,Royal Estate Alausa Royal Estate Alausa Ikeja Lagos
"8,000,000",H5666,648.0 square meter Land for sale Alakuko Alagbado Abule Egba Lagos,Amje Alakuko Alagbado Abule Egba Lagos
"25,000,000",H5658,2 bedroom Flat / Apartment for sale Ikota Lekki Lagos,Ikota Villa Estate Ikota Lekki Lagos
"10,000,000 / sqm","25,H5655",600.0 square meter Land for sale LEKKI Monastery road Sangotedo Lagos,CMB road LEKKI Monastery Road Sangotedo Lagos
"65,000,000",H5654,4 bedroom Duplex for sale Badore Ajah Lagos,Cooperative Villa. Badore Badore Ajah Lagos
"16,000,000",H5653,Land for sale Igbogbo Igbogbo Ikorodu Lagos,Ofin Oreta Igbogbo Igbogbo Ikorodu Lagos
"60,000,000",H5652,4 bedroom Duplex for sale Back of zenith bank Osapa london Lekki Lagos,Osapa Back of zenith bank Osapa London Lekki Lagos
"28,000,000",H5651,6 bedroom House for sale Aga Ikorodu Ikorodu Lagos,Harmony hotel Aga Ikorodu Ikorodu Lagos
"480,000,000",H5645,6 bedroom House for sale chevron Lekki Lagos,Nicon Town Chevron Lekki Lagos
"380,000,000",H5640,5 bedroom House for sale chevron Lekki Lagos,Nicon Town Chevron Lekki Lagos
"1,800,000",H5626,600.0 square meter Land for sale Eluju Ibeju Lekki Ibeju-Lekki Lagos,Gbarada Village Ayeteju Town Eluju Eluju Ibeju Lekki Ibeju Lekki Lagos
"1,800,000",H5620,600.0 square meter Land for sale Eluju Ibeju Lekki Free Trade Zone Ibeju-Lekki Lagos,Gbarada Village Ayeteju Town Eluju Eluju Ibeju Lekki Free Trade Zone Ibeju Lekki Lagos
"40,000,000",H5618,5 bedroom Duplex for sale ajah Thomas estate Ajah Lagos,Thomos es ajah Thomas Estate Ajah Lagos
"210,000,000","1000,H5612",1000.0 square meter Land for sale Nicon Town chevron Lekki Lagos,Zone B Nicon Town Chevron Lekki Lagos
"215,000,000","1000,H5609",1000.0 square meter Land for sale Nicon Town chevron Lekki Lagos,Zone A Nicon Town Chevron Lekki Lagos
"60,000,000",H5608,4 bedroom Duplex for sale Abraham Adesanya Surulere Lagos,Surulere Abraham Adesanya Surulere Lagos
"8,000,000",H5606,3 bedroom House for sale Ajuwon Iju Agege Lagos,Kayode plaza Ajuwon Iju Agege Lagos
"1,200,000,000",H5604,4 bedroom Duplex for sale Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"275,000,000","1200,m2,H5603",Land for sale chevron Lekki Lagos,Nicon Town Chevron Lekki Lagos
"200,000,000",H5602,7 bedroom Duplex for sale Ogudu Ogudu Lagos,Ramat crescent Ogudu Ogudu Lagos
"1,200,000",G5264,600.0 square meter Land for sale Lepia Town Free Trade Zone Ibeju-Lekki Lagos,"Lepia Town, Ibeju lekki Lepia Town Free Trade Zone Ibeju Lekki Lagos"
"5,000,000",G5268,600.0 square meter Land for sale Eluju Town Off Lekki-Epe Expressway Ajah Lagos,Bogije Eluju Town Off Lekki Epe Expressway Ajah Lagos
"6,500,000",G5271,600.0 square meter Land for sale Abijo Abijo Ajah Lagos,Abijo Abijo Abijo Ajah Lagos
"13,500,000",H5600,Land for sale Abraham adesanya estate Ajah Lagos,Abraham Adesanya Abraham Adesanya Estate Ajah Lagos
"700,000",H5598,600.0 square meter Land for sale FOLU ISE Free Trade Zone Ibeju-Lekki Lagos,FOLU ISE IBEJU LEKKI LAGOS FOLU ISE Free Trade Zone Ibeju Lekki Lagos
"18,000,000",G5273,600.0 square meter Land for sale Walton Gate Sangotedo Ajah Lagos,Walton Gate estate Walton Gate Sangotedo Ajah Lagos
"20,000,000",H5596,3 bedroom Bungalow for sale Diamond Estate Igando Ikotun/Igando Lagos,Isheri igando Diamond Estate Igando Ikotun Igando Lagos
"15,000,000",H3828,2 bedroom Flat / Apartment for sale Western Avenue Western Avenue Surulere Lagos,Western Avenue Western Avenue Western Avenue Surulere Lagos
"22,000,000",H3829,3 bedroom Flat / Apartment for sale Western Avenue Western Avenue Surulere Lagos,Western Avenue Western Avenue Western Avenue Surulere Lagos
"35,000,000","35,H5169",3 bedroom Flat / Apartment for sale Chevron chevron Lekki Lagos,Chevron Chevron Chevron Lekki Lagos
"40,000,000",H3821,3 bedroom Flat / Apartment for sale Western Avenue Surulere Lagos,Africa Road off Funsho Williams Avenum Western Avenue Surulere Lagos
"25,000,000",H5592,4 bedroom Duplex for sale Command Ipaja Ipaja Lagos,"Soroye Sowemimo Street, Odutola Estate off Command Road Ipaja Command Ipaja Ipaja Lagos"
"45,000,000",H5170,4 bedroom House for sale Ikota Villa Estae Ikota Lekki Lagos,Ikota Villa Estae Ikota Villa Estae Ikota Lekki Lagos
"1,500,000",H5590,Land for sale LaCampaigne Tropicana Ibeju-Lekki Lagos,Lacampaign. Lacampaigne Tropicana Ibeju Lekki Lagos
"40,000,000",H5588,5 bedroom House for sale Lekki Ikota Lekki Lagos,Royal view Estate Lekki Ikota Lekki Lagos
"6,000,000",H5587,Land for sale Lakowe Ajah Lagos,lakowe Lakowe Ajah Lagos
"115,000,000",H5460,5 bedroom Duplex for sale Victory park Estate Victoria Island Extension Victoria Island Lagos,Victory park Estate Victory park Estate Victoria Island Extension Victoria Island Lagos
"8,000,000",H5585,Land for sale Badore Ajah Lagos,Badore Badore Ajah Lagos
"14,000,000",H5583,2 bedroom Duplex for sale Amuwo Odofin Amuwo Odofin Lagos,"Lake View Estate, Phase 2 Amuwo Odofin Amuwo Odofin Lagos"
"55,000,000",H5581,8 bedroom Duplex for sale Berger Ojodu Lagos,Ojodu Berger Ojodu Lagos
"35,000,000",H5573,House for sale Ikate Ogunlana Surulere Lagos,Ikate Ogunlana Surulere Lagos
"50,000,000",H5571,5 bedroom Duplex for sale Ire Akari Isolo Lagos,Near Remsal Hotel Ire Akari Isolo Lagos
"20,000,000",H5570,4 bedroom Bungalow for sale Iju-Ishaga Agege Lagos,Tajuden bustop Iju Ishaga Agege Lagos
"10,000,000",H5569,3 bedroom Bungalow for sale Isheri Oshun Ijegun Ikotun/Igando Lagos,Fagbile Estate Isheri Oshun Ijegun Ikotun Igando Lagos
"500,000,000",H5568,Land for sale Ligali Ayorinde Victoria Island Lagos,LOUIS SOLOMON V/I Ligali Ayorinde Victoria Island Lagos
"35,000,000",H5567,"5 bedroom House for sale Valley Estate, by Conoil Petrol Station, along Abeokuta Express Road Dopemu Alimosho Lagos","Mortune Avenue Valley Estate, by Conoil Petrol Station, along Abeokuta Express Road Dopemu Alimosho Lagos"
"1,500,000,000",H5566,Land for sale Ebute Metta Yaba Lagos,makoko street Ebute Metta Yaba Lagos
"10,000,000",H5565,Land for sale Awoyaya Ajah Lagos,Mercyland Delight Estate Awoyaya Ajah Lagos
"170,000,000",H4509,Commercial Property for sale Ibeju Eputu Ibeju-Lekki Lagos,Aiyeteju Ibeju Eputu Ibeju Lekki Lagos
"46,000,000",H4756,3 bedroom House for sale Oko oba Agege Lagos,Agege street Oko Oba Agege Lagos
"4,000,000",H4818,Land for sale Oke ira Nla Badore Ajah Lagos,Oke ira nla street Oke ira Nla Badore Ajah Lagos
"1,500,000,000",H4761,Commercial Property for sale Ojota lagos Ojota Ojota Lagos,Express road Ojota lagos Ojota Ojota Lagos
"1,050,000",H5560,Land for sale Ikorodu Ikorodu Lagos,Imota Ikorodu Ikorodu Lagos
"4,900,000",H5557,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Free trade Zone Free Trade Zone Ibeju Lekki Lagos
"17,000,000",H5554,House for sale Ikate Ogunlana Surulere Lagos,Ikate Ogunlana Surulere Lagos
"3,000,000,000",H5553,Land for sale Old Ikoyi Ikoyi Lagos,Lawrence Street Ikoyi. Old Ikoyi Ikoyi Lagos
"900,000",H5551,Land for sale Ikorodu Ikorodu Lagos,Agbowa Ikorodu Ikorodu Lagos
"850,000",H5550,Land for sale Akodo Ise Ibeju-Lekki Lagos,Akodo Akodo Ise Ibeju Lekki Lagos
"4,000,000,000",H5549,Land for sale MacPherson Ikoyi Lagos,Macdonald Street Ikoyi. Macpherson Ikoyi Lagos
"37,000,000",H5548,4 bedroom House for sale Orchid hotel road chevron Lekki Lagos,Orchid hotel road Orchid hotel road Chevron Lekki Lagos
"350,000,000",H5546,Land for sale Osborne Foreshore Estate Ikoyi Lagos,Osborne Phase 1 Osborne Foreshore Estate Ikoyi Lagos
"75,000,000",H5544,Land for sale Oregun Ikeja Lagos, Bankole Oregun Lagos Oregun Ikeja Lagos
"800,000,000",H5543,Land for sale Banana Island Ikoyi Lagos, K ZONE Banana Island Ikoyi Lagos
"6,000,000",H5542,Land for sale Free Trade Zone Ibeju-Lekki Lagos,E;luju Town Free Trade Zone Ibeju Lekki Lagos
"2,500,000",H5540,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Okun Folu Free Trade Zone Ibeju Lekki Lagos
"1,500,000",H5539,Land for sale Alatise Ibeju-Lekki Lagos,Lepia Town Alatise Ibeju Lekki Lagos
"700,000",H5537,Land for sale Akodo Ise Ibeju-Lekki Lagos,Ibeju Lekki Akodo Ise Ibeju Lekki Lagos
"700,000",H5536,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju Lekki Free Trade Zone Ibeju Lekki Lagos
"3,500,000",H5527,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju Lekki Free Trade Zone Ibeju Lekki Lagos
"4,900,000",H5525,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju Lekki Free Trade Zone Ibeju Lekki Lagos
"80,000,000",H5524,7 bedroom Duplex for sale lekki Canaan Estate Ajah Lagos,Canaan land estate lekki Canaan Estate Ajah Lagos
"33,000,000",H5515,4 bedroom Bungalow for sale Thomas estate Ajah Lagos,Divine Homes Thomas Estate Ajah Lagos
"8,000,000",H2477,600.0 square meter Land for sale Ogombo Ajah Lagos,Along Abraham Adesanya Estate Road Ogombo Ajah Lagos
"10,000,000",H2478,500.0 square meter Land for sale Bogije Sangotedo Lagos,Bogije road Bogije Sangotedo Lagos
"10,500,000",H2479,600.0 square meter Land for sale Lakowe Ajah Lagos,Lakowe Golf and Country Estate Road Lakowe Ajah Lagos
"5,500,000",H2480,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Behind Proposed Dangote refinery Free Trade Zone Ibeju Lekki Lagos
"5,000,000",H5510,Land for sale Off Lekki-Epe expressway Awoyaya Ajah Lagos,Awoyaya Lekki Lagos Off Lekki-Epe expressway Awoyaya Ajah Lagos
"65,000,000",H5509,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"400,000,000",H4617,3 bedroom Duplex for sale Sabo Yaba Lagos,Sabo Sabo Yaba Lagos
"25,000,000",H4607,22000.0 square meter Land for sale Ikeja Ikeja Lagos,Ikeja Ikeja Ikeja Lagos
"65,000,000",H5491,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"30,000,000",H3831,Bungalow for sale University Road Abule-Oja Yaba Lagos,Davis University Road Abule Oja Yaba Lagos
"85,000,000",H5490,5 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"30,000,000",H4618,3 bedroom Flat / Apartment for sale Iganmu Orile Lagos,Orile Iganmu Orile Lagos
"150,000,000","110,H5489",3 bedroom Flat / Apartment for sale Soluyi Soluyi Gbagada Lagos,Soluyi Estate Soluyi Soluyi Gbagada Lagos
"2,000,000",D3283,640.0 square meter Land for sale Epe Road Epe Lagos,Mejona oko orisan epe/ibeju lekki road Epe Road Epe Lagos
"75,000,000",H5487,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"85,000,000",H5485,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"60,000,000",H5484,4 bedroom Duplex for sale chevron Lekki Lagos,Chevron Chevron Lekki Lagos
"16,000,000",H5478,6 bedroom Flat / Apartment for sale St finbarrs Road Akoka Yaba Lagos,Back of chemist bus stop St finbarrs Road Akoka Yaba Lagos
"30,000,000",H5472,7 bedroom Duplex for sale Igando Akowonjo Alimosho Lagos,Akesan Igando Akowonjo Alimosho Lagos
"45,000,000",H2114,4 bedroom Duplex for sale Berger Ojodu Lagos,Ojodu Berger Ojodu Lagos
"35,000,000",H2349,4 bedroom Duplex for sale Kosoko Berger Ojodu Lagos,Kosoko Kosoko Berger Ojodu Lagos
"37,000,000",H5244,5 bedroom Flat / Apartment for sale Oko oba Agege Lagos,Olaniyi Oko Oba Agege Lagos
"43,000,000",H5247,5 bedroom Flat / Apartment for sale Morgan estate Ojodu Lagos,Close Morgan Estate Ojodu Lagos
"1,080,000",H5458,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Free trade zone Phase 2 Free Trade Zone Ibeju Lekki Lagos
"6,750,000",H5457,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Free trade zone Phase 2 Free Trade Zone Ibeju Lekki Lagos
"4,050,000",H5455,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Free trade zone Phase 2 Free Trade Zone Ibeju Lekki Lagos
"16,000,000",G9572,3 bedroom Bungalow for sale Jakande Estate Oke-Afa Isolo Lagos,Orange Jakande Estate Oke Afa Isolo Lagos
"15,000,000",G9175,4 bedroom Bungalow for sale Akesan Igando Ikotun/Igando Lagos,Kassim Achomhi street Akesan Igando Ikotun Igando Lagos
"15,000,000",G8254,4 bedroom Bungalow for sale Ogombo Ajah Lagos,Ogombo Ajah Lagos
"15,000,000",H0250,4 bedroom Bungalow for sale Akesan Igando Ikotun/Igando Lagos,Akesan Igando Ikotun Igando Lagos
"2,000,000",H0998,Land for sale off AIT road Alagbado Abule Egba Lagos,Ilaso community off AIT road Alagbado Abule Egba Lagos
"16,000,000",H2816,3 bedroom Bungalow for sale Oke-Afa Isolo Lagos,Jakande Oke Afa Isolo Lagos
"27,000,000",H0790,Land for sale Oke-Afa Isolo Lagos, Oke Afa Isolo Lagos
"27,000,000",H2817,Land for sale Oke-Afa Isolo Lagos,Oke Afa Oke Afa Isolo Lagos
"20,000,000",H2881,Bungalow for sale Mushin Mushin Lagos,off Isolo road Mushin Mushin Lagos
"150,000,000",H3365,6 bedroom Bungalow for sale Thomas estate Ajah Lagos,Thomas Tera Haven Estate Thomas Estate Ajah Lagos
"35,000,000",H3608,5 bedroom House for sale Dopemu Alimosho Lagos,"Mortune Avenue, Valley Estate, by Conoil Petrol Station, along Abeokuta Express Road Dopemu Alimosho Lagos"
"45,000,000",H5437,4 bedroom Duplex for sale Agungi Lekki Lagos,Ologolo Agungi Lekki Lagos
"160,000,000",H5433,4 bedroom Duplex for sale Ikoyi Lagos,Osbourne 2 Ikoyi Lagos
"45,000,000",H5431,4 bedroom Duplex for sale Agungi Lekki Lagos,Augustina Orji Street Agungi Lekki Lagos
"120,000,000","1074,H5429",1074.0 square meter Land for sale Oregun Ikeja Lagos,Off oregun Oregun Ikeja Lagos
"8,000,000",H3086,Land for sale Isheri North Ojodu Lagos,Isheri North GRA Isheri North Ojodu Lagos
"8,000,000",H3088,Land for sale Ikorodu Road Shomolu Lagos,Ikorodu Road Ikorodu Road Shomolu Lagos
"25,000,000",H3091,Land for sale Igbogbo Ikorodu Lagos,Igbogbo Igbogbo Ikorodu Lagos
"50,000,000",H5423,Flat / Apartment for sale Off St. Finbarrs Akoka Yaba Lagos,Off St. Finbarrs Akoka Yaba Lagos
"30,000,000","14,650,H3152",Land for sale Old Ikoyi Ikoyi Lagos,"S/W Old Ikoyi, moshalashi Street Old Ikoyi Ikoyi Lagos"
"5,000,000",H3093,Land for sale Ikorodu Ikorodu Lagos,Sagamu road Ikorodu Ikorodu Lagos
"750,000,000","14,H3092",Land for sale Satellite Town Amuwo Odofin Lagos,CBN quarters Satellite Town Amuwo Odofin Lagos
"120,000,000",H5422,3 bedroom Flat / Apartment for sale Ikoyi Lagos,Adeyemi Lawson Ikoyi Lagos
"80,000,000",H3637,Commercial Property for sale Ijede Ikorodu Lagos,ijeede road Ijede Ikorodu Lagos
"15,000,000",E7144,6 bedroom Bungalow for sale Ipaja Ipaja Lagos,"Mercyland Estate, Ipaja, Lagos Ipaja Ipaja Lagos"
"14,000,000",H2729,2 bedroom Flat / Apartment for sale Federal Site and Service Egbeda Alimosho Lagos,Graceland Estate Federal Site and Service Egbeda Alimosho Lagos
"40,000,000",H5417,6 bedroom Bungalow for sale Saabo Berger Ojodu Lagos,Off Adebowale Street Saabo Berger Ojodu Lagos
"22,000,000",H5415,Land for sale Ago palace Okota Lagos,Century Ago Palace Okota Lagos
"330,000,000",H5414,8 bedroom Flat / Apartment for sale Omole phase 1 Ogba Lagos,omole phase 1 estate Omole Phase 1 Ogba Lagos
"11,000,000",H5413,Land for sale Ago palace Okota Lagos,Reverend Bock street Ago Palace Okota Lagos
"16,000,000",H5412,Land for sale Ago palace Okota Lagos,Virgil Dike street Ago Palace Okota Lagos
"16,000,000",H5411,Land for sale Ago palace Okota Lagos,Okiki Street Ago Palace Okota Lagos
"14,000,000",H5410,Land for sale Ago palace Okota Lagos,Samuele ekunola Ago Palace Okota Lagos
"15,000,000",H5409,Land for sale Community road Okota Lagos,Community road Community Road Okota Lagos
"67,000,000",H5408,4 bedroom Duplex for sale Magodo Kosofe/Ikosi Lagos,Phase I Magodo Kosofe Ikosi Lagos
"125,000,000",H5405,5 bedroom Duplex for sale Berger Ojodu Lagos,Omole Estate phase 1 Berger Ojodu Lagos
"60,000,000",H5403,5 bedroom Duplex for sale Ikota Lekki Lagos,Oral Estate Ikota Lekki Lagos
"30,000,000",H5400,3 bedroom Flat / Apartment for sale Ikorodu Ikorodu Lagos,His glory estate Ikorodu Ikorodu Lagos
"35,000,000",H5394,4 bedroom Flat / Apartment for sale Awoyaya Ajah Lagos, global street off container road bus stop Awoyaya Ajah Lagos
"350,000",H5387,Land for sale Oke Afo Mowo Badagry Badagry Lagos,Okoron Nubu Oke Afo Mowo Badagry Badagry Lagos
"80,000,000",H5378,Flat / Apartment for sale Baruwa Ipaja Lagos,"Off Adele close, Off Candos road Baruwa Baruwa Ipaja Lagos"
"40,000,000",H5368,5 bedroom Duplex for sale Sangotedo Lagos,Farmville Estate Sangotedo Lagos
"400,000",H4500,600.0 square meter Land for sale Eleko Free Trade Zone Ibeju-Lekki Lagos,Akodo Eleko Free Trade Zone Ibeju Lekki Lagos
"1,800,000",H4720,600.0 square meter Land for sale Eleko Free Trade Zone Ibeju-Lekki Lagos,Akodo Eleko Free Trade Zone Ibeju Lekki Lagos
"120,000,000",H5004,5 bedroom Duplex for sale Omole phase 1 Ogba Lagos,Longe Estate Omole Phase 1 Ogba Lagos
"70,000,000",H5008,5 bedroom Duplex for sale Wempco road Ogba Lagos,Adeniji Estate Wempco Road Ogba Lagos
"60,000,000",H5355,4 bedroom Duplex for sale by Salvation Opebi Ikeja Lagos,Church street by Salvation Opebi Ikeja Lagos
"15,300,000",F7073,600.0 square meter Land for sale Okun-Ajah Abraham adesanya estate Ajah Lagos,Off Lekki Scheme 2 Okun-Ajah Abraham Adesanya Estate Ajah Lagos
"320,000,000",H5338,4 bedroom Duplex for sale Allen Avenue Ikeja Lagos,Nikky Africana Allen Avenue Ikeja Lagos
"55,000,000",H5329,3 bedroom Duplex for sale Akoka Yaba Lagos,Akoka Akoka Yaba Lagos
"27,000,000",H5318,3 bedroom Flat / Apartment for sale Adewoyin Street Area Ejigbo Ejigbo Lagos," Bella Street, off Adewoyin By Orilowo Estate, Ejigbo Adewoyin Street Area Ejigbo Ejigbo Lagos"
"30,000,000",H5314,4 bedroom Duplex for sale Ilamose Estate Area Ejigbo Ejigbo Lagos,"Yusuf Off Binta School, EJIGBO Lagos Ilamose Estate Area Ejigbo Ejigbo Lagos"
"75,000,000",H5309,5 bedroom Duplex for sale Lekki County Homes Ikota Lekki Lagos,"Lekki County Homes, Mega Chicken Lagos Lekki County Homes Ikota Lekki Lagos"
"48,000,000",F8519,4 bedroom Duplex for sale chevron Lekki Lagos,Orchid road Chevron Lekki Lagos
"25,000,000",H5307,Land for sale Obafemi Awolowo Way Ikeja Lagos, Obafemi Awolowo way Ikeja Obafemi Awolowo Way Ikeja Lagos
